customer_id,age,gender_cd,region_size,foreign_flg,entrepreneur_flg,auto_flg,traveler_flg,partnership_flg,child_amt,realty_type,segment_cd,bundle_nm,confirmed_income,predicted_income,product_cd,functional_cd,finish_dttm,state_talk_time_sec,wo_hit_status_result_desc,wo_hit_status_reason_desc,employee_id,emp_age,emp_gender_cd,emp_children_cnt,emp_work_months_cnt,emp_citizenship_country_cd,emp_marital_status_cd,result_calling,product,age_group,age_difference,functional,with_pro
298761980,29.0,1.0,город,0.0,0.0,1.0,0.0,0.0,0.0,0.0,t_05 (19),Без подписки,,15700.6,Credit Cards,Preapprove,2024-10-17 14:00:00,53.0,"Дозвон, Отказ",Кредитная карта не нужна,40200.0,46,W,,6,RUS,,0,Кредитная карта,26-35,17.0,Предложения и продажи,0
370004909,47.0,1.0,город,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u_11 (39),Pro,,,Credit Cards,Preapprove,2023-07-31 14:00:00,19.0,"Дозвон, Отказ",Кредитная карта не нужна,208001.0,19,M,,7,,,0,Кредитная карта,36-50,28.0,Предложения и продажи,1
19405665,37.0,0.0,город,0.0,0.0,1.0,0.0,1.0,3.0,1.0,t_01 (4),Без подписки,,,Credit Cards,Preapprove,2022-09-06 12:00:00,25.0,"Дозвон, Отказ",Кредит уже не нужен,154366.0,33,,,11,,,0,Кредитная карта,36-50,4.0,Предложения и продажи,0
257884650,47.0,0.0,город,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_06 (28),Без подписки,,13923.6,Debit Cards,Utilization,2024-08-26 12:00:00,23.0,"Дозвон, Отказ",Негатив/Не звонить,191315.0,22,W,,4,RUS,UNM,0,Дебетовая карта,36-50,25.0,Предложения и продажи,0
350312343,41.0,0.0,город,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_10 (40),Без подписки,,,Debit Cards,Afterfilling,2023-08-11 16:00:00,33.0,"Дозвон, Отказ",Действующий клиент,170025.0,23,W,,8,,,0,Дебетовая карта,36-50,18.0,Другое,0
502909238,37.0,0.0,город,0.0,1.0,0.0,0.0,0.0,0.0,0.0,m_02 (2),Без подписки,,,Debit Cards,Meeting,2023-05-11 12:00:00,80.0,"Дозвон, Отказ",Не нужен продукт,130577.0,58,W,,3,,,0,Дебетовая карта,36-50,21.0,Другое,0
67753038,48.0,0.0,город,0.0,0.0,1.0,0.0,1.0,0.0,0.0,m_03 (9),Без подписки,,,Credit Cards,Preapprove,2022-08-01 10:00:00,52.0,"Дозвон, Отказ",Кредит уже не нужен,154076.0,21,,,5,,,0,Кредитная карта,36-50,27.0,Предложения и продажи,0
58024629,41.0,1.0,город,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_01 (4),Pro,17323.5,26005.7,Casco,Afterfilling,2024-07-03 17:00:00,95.0,"Дозвон, Отказ",Не интересно КАСКО;Никогда не страхует КАСКО на свои авто,3021.0,54,W,,10,RUS,,0,Страхование,36-50,13.0,Другое,1
105835820,38.0,0.0,город,0.0,1.0,0.0,0.0,0.0,0.0,1.0,m_04 (11),Pro,16206.41,,Credit Cards,Preapprove,2022-08-01 12:00:00,39.0,"Дозвон, Отказ",Кредит уже не нужен,154076.0,21,,,5,,,0,Кредитная карта,36-50,17.0,Предложения и продажи,1
485168495,30.0,0.0,село,0.0,1.0,1.0,0.0,1.0,0.0,0.0,r_02 (7),Без подписки,,20700.53,Credit Cards,Meeting,2024-03-26 18:00:00,17.0,"Дозвон, Отказ",Заявку не оставлял,181651.0,36,W,,3,RUS,,0,Кредитная карта,26-35,6.0,Другое,0
362692985,48.0,0.0,город,0.0,0.0,0.0,0.0,1.0,0.0,1.0,u_11 (39),Без подписки,,,Credit Cards,Utilization,2023-12-20 14:00:00,133.0,"Дозвон, Отказ",Отказ от использования КК,40200.0,46,W,,6,RUS,,0,Кредитная карта,36-50,2.0,Предложения и продажи,0
340875191,27.0,1.0,город,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t_09 (36),Без подписки,,11323.5,Cash Loan,Upsell,2023-07-26 10:00:00,65.0,"Дозвон, Отказ",Другое,205387.0,28,W,,9,,,0,Кредит,26-35,1.0,Предложения и продажи,0
346970522,49.0,0.0,город,0.0,0.0,1.0,0.0,1.0,0.0,1.0,m_08 (21),Без подписки,,,Investment,Utilization,2022-09-13 13:00:00,57.0,"Дозвон, Успешно","Успешно информирован, не совершил сделку в звонке",152852.0,25,W,,0,,,1,Инвестиции,36-50,24.0,Предложения и продажи,0
195044434,50.0,1.0,город,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_06 (28),Без подписки,,,Credit Cards,Preapprove,2023-11-13 16:00:00,35.0,"Дозвон, Отказ",Кредитная карта не нужна,239965.0,24,W,,8,RUS,UNM,0,Кредитная карта,36-50,26.0,Предложения и продажи,0
167055104,27.0,1.0,город,0.0,0.0,1.0,0.0,1.0,0.0,0.0,t_05 (19),Без подписки,,,Credit Cards,Utilization,2023-09-27 21:00:00,52.0,"Дозвон, Отказ",Отказ прослушать предложение,97044.0,54,W,,0,RUS,,0,Кредитная карта,26-35,27.0,Предложения и продажи,0
305256006,30.0,0.0,город,0.0,1.0,1.0,0.0,1.0,1.0,1.0,u_02 (5),Pro,,,Credit Cards,Preapprove,2024-05-02 10:00:00,21.0,"Дозвон, Отказ",Кредитная карта не нужна,265923.0,53,W,,6,,,0,Кредитная карта,26-35,23.0,Предложения и продажи,1
488092806,18.0,1.0,город,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_12 (44),Без подписки,,,Credit Cards,Preapprove,2024-01-10 14:00:00,77.0,"Дозвон, Отказ",Кредитная карта не нужна,186697.0,21,W,,2,RUS,UNM,0,Кредитная карта,14-25,3.0,Предложения и продажи,0
111237590,32.0,1.0,город,0.0,0.0,1.0,0.0,1.0,0.0,1.0,u_10 (35),Без подписки,,,Debit Cards,Utilization,2024-03-12 10:00:00,106.0,"Дозвон, Успешно",Готов использовать карту,191315.0,22,W,,4,RUS,UNM,1,Дебетовая карта,26-35,10.0,Предложения и продажи,0
452624558,31.0,0.0,село,0.0,0.0,1.0,0.0,1.0,0.0,1.0,r_07 (37),Без подписки,,,Credit Cards,Preapprove,2023-03-14 13:00:00,6.0,"Дозвон, Отказ",Отказ прослушать предложение,179591.0,42,W,,11,,,0,Кредитная карта,26-35,11.0,Предложения и продажи,0
142540633,37.0,1.0,город,0.0,0.0,1.0,0.0,0.0,0.0,1.0,t_07 (29),Pro,,,Credit Cards,Preapprove,2022-07-18 08:00:00,32.0,"Дозвон, Отказ",Третье лицо,153071.0,21,,,2,,,0,Кредитная карта,36-50,16.0,Предложения и продажи,1
145284915,25.0,1.0,город,0.0,0.0,0.0,0.0,1.0,0.0,1.0,m_07 (18),Без подписки,,17823.5,Credit Cards,Preapprove,2023-10-06 14:00:00,41.0,"Дозвон, Отказ",Отказ прослушать предложение,225298.0,62,W,,0,,,0,Кредитная карта,14-25,37.0,Предложения и продажи,0
272309337,23.0,1.0,город,0.0,0.0,0.0,0.0,1.0,0.0,0.0,m_05 (12),Без подписки,,,Credit Cards,Preapprove,2024-03-30 11:00:00,39.0,"Дозвон, Отказ",Кредитная карта не нужна,109889.0,23,M,,11,RUS,,0,Кредитная карта,14-25,0.0,Предложения и продажи,0
306996870,23.0,1.0,город,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_02 (8),Pro,8242.52,11823.5,Cash Loan,Upsell,2023-10-25 12:00:00,78.0,"Дозвон, Отказ",Другое,130577.0,58,W,,3,RUS,UNM,0,Кредит,14-25,35.0,Предложения и продажи,1
424434138,32.0,0.0,город,0.0,0.0,0.0,0.0,1.0,1.0,1.0,t_02 (8),Без подписки,,,Cash Loan,Upsell,2022-12-09 11:00:00,83.0,"Дозвон, Отказ",Другое,171390.0,32,,,8,,,0,Кредит,26-35,0.0,Предложения и продажи,0
315884019,19.0,0.0,город,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t_12 (44),Pro,,,Cash Loan,Preapprove,2024-05-22 14:00:00,18.0,"Дозвон, Отказ",Отказ по всем продуктам,264573.0,25,W,,3,,,0,Кредит,14-25,6.0,Предложения и продажи,1
376407520,29.0,0.0,город,0.0,0.0,1.0,0.0,0.0,1.0,0.0,t_07 (29),Без подписки,,,Investment,Utilization,2024-03-18 11:00:00,31.0,"Дозвон, Отказ",Не хочет разбираться,141813.0,23,W,,2,RUS,UNM,0,Инвестиции,26-35,6.0,Предложения и продажи,0
482137250,40.0,1.0,город,0.0,0.0,1.0,0.0,0.0,0.0,0.0,t_04 (16),Без подписки,,14823.5,Cash Loan,Preapprove,2023-08-30 13:00:00,50.0,"Дозвон, Отказ",Кредит уже не нужен,24136.0,36,W,,10,RUS,UNM,0,Кредит,36-50,4.0,Предложения и продажи,0
452330857,19.0,0.0,город,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_05 (19),Pro,,15213.7,Secured Loan,Upsell,2024-08-26 11:00:00,89.0,"Дозвон, Отказ",Отказ по всем продуктам,215719.0,29,M,,4,RUS,,0,Кредит,14-25,10.0,Предложения и продажи,1
370805523,35.0,0.0,город,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_01 (4),Без подписки,,,Credit Cards,Afterfilling,2023-10-03 10:00:00,17.0,"Дозвон, Отказ",Отказ прослушать предложение,109889.0,23,M,,11,RUS,,0,Кредитная карта,26-35,12.0,Другое,0
68306478,39.0,1.0,город,0.0,0.0,1.0,0.0,1.0,1.0,0.0,t_01 (4),Pro,,22041.53,MVNO,Cold,2024-02-21 12:00:00,134.0,"Дозвон, Успешно",Полная заявка,205474.0,20,M,,0,,,1,Другое,36-50,19.0,Предложения и продажи,1
280338334,60.0,0.0,город,0.0,1.0,0.0,0.0,1.0,0.0,1.0,m_09 (25),Pro,,,Investment,Afterfilling,2023-03-13 13:00:00,19.0,"Дозвон, Отказ",Отказ от диалога,184241.0,43,W,,6,,,0,Инвестиции,51-65,17.0,Другое,1
430808080,24.0,1.0,город,0.0,0.0,1.0,0.0,0.0,0.0,0.0,t_05 (19),Без подписки,11667.47,,Investment,Utilization,2023-08-03 14:00:00,56.0,"Дозвон, Отказ",Другое,178934.0,23,W,,11,RUS,UNM,0,Инвестиции,14-25,1.0,Предложения и продажи,0
413945062,30.0,,город,0.0,0.0,0.0,0.0,1.0,0.0,1.0,m_07 (18),Pro,,,MVNO,Cold,2022-11-23 12:00:00,95.0,"Дозвон, Отказ",Другое,166428.0,20,M,,1,,,0,Другое,26-35,10.0,Предложения и продажи,1
382233306,34.0,1.0,город,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_04 (16),Pro,,,Credit Cards,Preapprove,2023-12-04 14:00:00,60.0,"Дозвон, Отказ",Кредитная карта не нужна,235421.0,36,M,,3,,,0,Кредитная карта,26-35,2.0,Предложения и продажи,1
166873291,50.0,1.0,город,0.0,0.0,1.0,0.0,0.0,0.0,0.0,t_06 (28),Без подписки,,,Cash Loan,Agreement,2024-02-12 11:00:00,60.0,"Дозвон, Отказ",Кредит уже не нужен,247828.0,21,W,,4,,,0,Кредит,36-50,29.0,Другое,0
63047070,47.0,0.0,город,0.0,0.0,0.0,0.0,0.0,0.0,1.0,m_08 (21),Pro,,,MVNO,Cold,2023-12-26 12:00:00,16.0,"Дозвон, Отказ",Другое,14829.0,58,W,,11,RUS,,0,Другое,36-50,11.0,Предложения и продажи,1
502910418,32.0,1.0,село,0.0,0.0,0.0,0.0,1.0,1.0,0.0,r_07 (37),Без подписки,,,Debit Cards,Meeting,2023-07-25 15:00:00,144.0,"Дозвон, Успешно",Назначена встреча,209661.0,63,W,,5,RUS,UNM,1,Дебетовая карта,26-35,31.0,Другое,0
471380336,20.0,0.0,село,0.0,0.0,0.0,0.0,1.0,0.0,0.0,r_08 (38),Без подписки,,,Credit Cards,Preapprove,2023-10-03 12:00:00,145.0,"Дозвон, Отказ",Кредитная карта не нужна,231848.0,20,W,,0,,,0,Кредитная карта,14-25,0.0,Предложения и продажи,0
198786046,34.0,0.0,город,0.0,0.0,0.0,0.0,1.0,1.0,0.0,t_07 (29),Без подписки,,11823.5,Investment,Utilization,2023-11-30 16:00:00,39.0,"Дозвон, Отказ",Не хочет разбираться,178934.0,23,W,,11,RUS,UNM,0,Инвестиции,26-35,11.0,Предложения и продажи,0
171285520,28.0,1.0,город,0.0,1.0,1.0,0.0,1.0,0.0,0.0,u_05 (17),Pro,,,Credit Cards,Preapprove,2024-04-03 09:00:00,18.0,"Дозвон, Отказ",Отказ по всем продуктам,160374.0,26,W,,11,RUS,UNM,0,Кредитная карта,26-35,2.0,Предложения и продажи,1
532511180,43.0,1.0,город,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t_04 (16),Без подписки,,,Credit Cards,Utilization,2023-11-24 10:00:00,141.0,"Дозвон, Успешно",Готов использовать карту,97044.0,54,W,,0,RUS,,1,Кредитная карта,36-50,11.0,Предложения и продажи,0
320167633,29.0,1.0,город,0.0,0.0,1.0,0.0,1.0,0.0,0.0,t_09 (36),Без подписки,,,Cash Loan,Afterfilling,2023-05-23 07:00:00,42.0,"Дозвон, Отказ",Нет потребности в кредите,110471.0,23,W,,11,,,0,Кредит,26-35,6.0,Другое,0
271190619,44.0,0.0,город,0.0,0.0,0.0,0.0,1.0,0.0,0.0,m_06 (15),Без подписки,,,Cash Loan,Preapprove,2024-05-02 12:00:00,55.0,"Дозвон, Отказ",Кредит уже не нужен,263064.0,41,W,,8,,,0,Кредит,36-50,3.0,Предложения и продажи,0
525679534,18.0,0.0,город,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_12 (44),Без подписки,,,Credit Cards,Preapprove,2024-05-31 09:00:00,17.0,"Дозвон, Отказ",Кредитная карта не нужна,255940.0,18,W,,9,,,0,Кредитная карта,14-25,0.0,Предложения и продажи,0
277877116,56.0,1.0,город,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_03 (10),Pro,,21759.56,MVNO,Afterfilling,2024-03-19 15:00:00,24.0,"Дозвон, Отказ",Другое,248451.0,49,W,,1,RUS,UNM,0,Другое,51-65,7.0,Другое,1
154147247,33.0,1.0,село,0.0,0.0,0.0,0.0,1.0,0.0,0.0,r_02 (7),Без подписки,19141.84,,Cash Loan,Upsell,2022-09-29 13:00:00,70.0,"Дозвон, Отказ",Другое,110471.0,23,,,11,,,0,Кредит,26-35,10.0,Предложения и продажи,0
151927974,48.0,0.0,город,0.0,1.0,1.0,0.0,1.0,0.0,1.0,t_01 (4),Без подписки,,32823.5,Credit Cards,Preapprove,2024-06-13 11:00:00,19.0,"Дозвон, Отказ",Кредитная карта не нужна,160374.0,26,W,,11,RUS,UNM,0,Кредитная карта,36-50,22.0,Предложения и продажи,0
265190779,34.0,0.0,город,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_02 (8),Без подписки,,17823.5,Cash Loan,Agreement,2023-11-26 15:00:00,134.0,"Дозвон, Отказ",Не устраивает одобренная сумма,130577.0,58,W,,3,RUS,UNM,0,Кредит,26-35,24.0,Другое,0
387833096,27.0,0.0,город,0.0,0.0,1.0,0.0,1.0,0.0,0.0,u_05 (17),Без подписки,,12523.5,Cash Loan,Preapprove,2023-12-19 09:00:00,33.0,"Дозвон, Отказ",Другое,208722.0,28,W,,9,RUS,UNM,0,Кредит,26-35,1.0,Предложения и продажи,0
431272403,24.0,0.0,город,0.0,0.0,1.0,0.0,1.0,0.0,1.0,u_05 (17),Без подписки,,17159.79,Credit Cards,Preapprove,2024-03-11 09:00:00,84.0,"Дозвон, Отказ",Кредитная карта не нужна,235421.0,36,M,,3,,,0,Кредитная карта,14-25,12.0,Предложения и продажи,0
375474687,39.0,1.0,город,0.0,0.0,1.0,0.0,1.0,2.0,0.0,t_04 (16),Pro,,,Investment,Afterfilling,2022-03-11 09:00:00,32.0,"Дозвон, Отказ",Не интересно,22300.0,48,W,,2,,,0,Инвестиции,36-50,9.0,Другое,1
524754916,57.0,1.0,город,0.0,0.0,1.0,0.0,0.0,0.0,1.0,u_03 (13),Без подписки,,,Credit Cards,Preapprove,2024-01-11 10:00:00,24.0,"Дозвон, Отказ",Кредитная карта не нужна,243848.0,21,W,,1,,,0,Кредитная карта,51-65,36.0,Предложения и продажи,0
258678528,43.0,0.0,город,0.0,0.0,0.0,0.0,1.0,1.0,0.0,t_10 (40),Без подписки,,,Credit Cards,Preapprove,2022-08-24 08:00:00,57.0,"Дозвон, Отказ",Кредит уже не нужен,152852.0,25,W,,0,,,0,Кредитная карта,36-50,18.0,Предложения и продажи,0
84452588,47.0,1.0,город,0.0,0.0,1.0,0.0,1.0,0.0,1.0,u_06 (23),Без подписки,,,Secured Loan,Afterfilling,2023-05-24 14:00:00,8.0,"Дозвон, Отказ",Отказ прослушать предложение,195925.0,57,M,,9,,,0,Кредит,36-50,10.0,Другое,0
540633716,36.0,1.0,город,0.0,0.0,1.0,0.0,0.0,0.0,1.0,u_02 (5),Без подписки,,,Credit Cards,Meeting,2024-01-15 17:00:00,50.0,"Дозвон, Отказ",Передумал,236818.0,27,W,,2,RUS,UNM,0,Кредитная карта,36-50,9.0,Другое,0
214412328,50.0,1.0,город,0.0,1.0,1.0,0.0,1.0,0.0,1.0,t_03 (10),Pro,,,Casco,Afterfilling,2023-05-26 08:00:00,33.0,"Дозвон, Отказ",ДНД не скоро,871.0,50,M,,2,,,0,Страхование,36-50,0.0,Другое,1
161089290,41.0,0.0,село,0.0,0.0,1.0,0.0,0.0,0.0,1.0,r_03 (20),Pro,9586.47,,Credit Cards,Utilization,2023-12-26 09:00:00,35.0,"Дозвон, Отказ",Клиент ранее отказался,97044.0,54,W,,0,RUS,,0,Кредитная карта,36-50,13.0,Предложения и продажи,1
421345802,68.0,0.0,село,0.0,0.0,0.0,0.0,1.0,0.0,1.0,r_05 (24),Без подписки,8613.21,,Credit Cards,Preapprove,2023-12-20 13:00:00,58.0,"Дозвон, Отказ",Кредитная карта не нужна,208001.0,19,M,,7,,,0,Кредитная карта,65+,49.0,Предложения и продажи,0
166031659,45.0,1.0,село,0.0,0.0,1.0,0.0,1.0,0.0,0.0,r_03 (20),Без подписки,,18596.08,Secured Loan,Upsell,2024-09-09 11:00:00,16.0,"Дозвон, Отказ",Отказ по всем продуктам,278845.0,24,W,,0,,,0,Кредит,36-50,21.0,Предложения и продажи,0
121319349,29.0,0.0,город,0.0,0.0,0.0,0.0,0.0,0.0,1.0,t_07 (29),Без подписки,9736.34,,Car Loan,Agreement,2022-12-14 08:00:00,83.0,"Дозвон, Отказ",Не устраивает одобренная сумма,7063.0,30,W,,2,,,0,Кредит,26-35,1.0,Другое,0
450893175,38.0,1.0,город,0.0,1.0,1.0,0.0,0.0,0.0,0.0,t_01 (4),Pro,,,Credit Cards,Preapprove,2023-11-02 13:00:00,38.0,"Дозвон, Отказ",Кредит уже не нужен,225298.0,62,W,,0,,,0,Кредитная карта,36-50,24.0,Предложения и продажи,1
277321182,34.0,0.0,город,0.0,0.0,1.0,0.0,1.0,1.0,1.0,t_01 (4),Pro,,,Credit Cards,Preapprove,2023-01-10 12:00:00,34.0,"Дозвон, Отказ",Кредитная карта не нужна,179164.0,22,,,9,,,0,Кредитная карта,26-35,12.0,Предложения и продажи,1
278483139,49.0,1.0,город,0.0,1.0,1.0,0.0,1.0,0.0,1.0,t_01 (4),Pro,,,Cash Loan,Preapprove,2024-01-24 13:00:00,68.0,"Дозвон, Отказ",Кредит уже не нужен,215719.0,29,M,,4,,,0,Кредит,36-50,20.0,Предложения и продажи,1
452070924,54.0,0.0,город,0.0,1.0,1.0,0.0,1.0,3.0,1.0,u_03 (13),Без подписки,,,Credit Cards,Preapprove,2024-02-22 09:00:00,17.0,"Дозвон, Отказ",Кредитная карта не нужна,208001.0,19,M,,7,,,0,Кредитная карта,51-65,35.0,Предложения и продажи,0
53968570,38.0,0.0,город,0.0,0.0,1.0,0.0,1.0,1.0,0.0,t_10 (40),Без подписки,,,Credit Cards,Preapprove,2022-11-02 11:00:00,27.0,"Дозвон, Отказ",Кредитная карта не нужна,170190.0,22,W,,2,,,0,Кредитная карта,36-50,16.0,Предложения и продажи,0
363543654,21.0,0.0,город,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_09 (36),Без подписки,,,MVNO,Cold,2022-02-04 10:00:00,5.0,"Дозвон, Отказ",Другое,39044.0,28,W,,9,,,0,Другое,14-25,7.0,Предложения и продажи,0
376407918,48.0,1.0,город,0.0,0.0,1.0,0.0,0.0,1.0,0.0,t_06 (28),Без подписки,,,Credit Cards,Preapprove,2022-08-08 16:00:00,126.0,"Дозвон, Отказ",Кредит уже не нужен,155499.0,48,,,3,,,0,Кредитная карта,36-50,0.0,Предложения и продажи,0
314539408,46.0,1.0,город,0.0,1.0,0.0,0.0,1.0,1.0,0.0,t_01 (4),Pro,,,Investment,Utilization,2022-10-06 05:00:00,14.0,"Дозвон, Отказ",Отказ от диалога,22300.0,48,W,,2,,,0,Инвестиции,36-50,2.0,Предложения и продажи,1
534180909,20.0,1.0,город,0.0,0.0,0.0,0.0,1.0,0.0,0.0,u_05 (17),Без подписки,,,Investment,Utilization,2023-12-04 15:00:00,9.0,"Дозвон, Отказ",Отказ от диалога,237626.0,47,W,,1,RUS,UNM,0,Инвестиции,14-25,27.0,Предложения и продажи,0
524549041,16.0,1.0,город,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t_12 (44),Pro,,10243.7,Debit Cards,BAF,2024-10-29 17:00:00,5.0,"Дозвон, Отказ",Не звонить,157519.0,20,W,,8,RUS,,0,Дебетовая карта,14-25,4.0,Предложения и продажи,1
365525997,69.0,0.0,город,0.0,0.0,0.0,0.0,0.0,1.0,1.0,t_08 (30),Без подписки,,10987.5,Credit Cards,Downsell,2024-08-06 07:00:00,7.0,"Дозвон, Отказ",Отказ прослушать предложение,235421.0,36,M,,3,RUS,,0,Кредитная карта,65+,33.0,Предложения и продажи,0
191269122,37.0,1.0,город,0.0,0.0,1.0,0.0,1.0,0.0,0.0,m_06 (15),Pro,,,Credit Cards,Preapprove,2024-02-04 16:00:00,30.0,"Дозвон, Отказ",Отказ прослушать предложение,185722.0,47,W,,2,RUS,UNM,0,Кредитная карта,36-50,10.0,Предложения и продажи,1
300302387,35.0,0.0,город,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_07 (29),Pro,,10823.5,Credit Cards,Preapprove,2023-10-19 09:00:00,14.0,"Дозвон, Отказ",Кредитная карта не нужна,225523.0,26,W,,11,RUS,UNM,0,Кредитная карта,26-35,9.0,Предложения и продажи,1
255744836,29.0,1.0,город,0.0,1.0,0.0,0.0,1.0,0.0,1.0,m_02 (2),Без подписки,,,Credit Cards,Preapprove,2022-06-17 07:00:00,10.0,"Дозвон, Отказ",Отказ прослушать предложение,40809.0,49,M,,4,,,0,Кредитная карта,26-35,20.0,Предложения и продажи,0
162615173,22.0,1.0,город,0.0,0.0,0.0,0.0,1.0,0.0,1.0,m_11 (34),Без подписки,,,Credit Cards,Preapprove,2023-08-24 15:00:00,17.0,"Дозвон, Отказ",Кредитная карта не нужна,214266.0,49,W,,2,,,0,Кредитная карта,14-25,27.0,Предложения и продажи,0
297828682,38.0,1.0,город,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_07 (29),Без подписки,,,Credit Cards,Preapprove,2024-01-26 14:00:00,42.0,"Дозвон, Отказ",Кредитная карта не нужна,231855.0,19,W,,11,,,0,Кредитная карта,36-50,19.0,Предложения и продажи,0
134466079,28.0,1.0,город,0.0,0.0,0.0,0.0,1.0,0.0,1.0,m_05 (12),Без подписки,,,Cash Loan,Activation,2023-07-19 15:00:00,113.0,"Дозвон, Отказ",Не оставлял заявку,195925.0,57,M,,9,RUS,UNM,0,Кредит,26-35,29.0,Другое,0
132633357,29.0,0.0,город,0.0,0.0,0.0,0.0,1.0,0.0,0.0,m_10 (26),Pro,15110.52,15881.51,Secured Loan,Upsell,2024-07-04 14:00:00,57.0,"Дозвон, Отказ",Кредит уже не нужен,274941.0,64,W,,4,,UNM,0,Кредит,26-35,35.0,Предложения и продажи,1
564109095,31.0,0.0,город,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_07 (29),Pro,,12981.6,MVNO,Afterfilling,2024-07-05 18:00:00,10.0,"Дозвон, Отказ",Другое,39044.0,28,W,,9,RUS,UNM,0,Другое,26-35,3.0,Другое,1
